ndc,rxcui,atc_class,atc_class_name
0487-9003-60,724590,R01AX,Other nasal preparations
64764-0151-04,261266,A10BG,Thiazolidinediones
51991-0818-01,856569,C07AA,"Beta blocking agents, non-selective"
0536-1108-88,198030,N07BA,Drugs used in nicotine dependence
0338-1145-03,1090639,N06AX,Other antidepressants
47781-0176-01,541892,N06BA,Centrally acting sympathomimetics
0904-6718-39,636522,R05CA,Expectorants
0904-6640-61,312743,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
59676-0310-01,1721690,B03XA,Other antianemic preparations
49884-0907-38,860225,G03AC,Progestogens
0904-6830-06,310346,G04CB,Testosterone-5-alpha reductase inhibitors
50474-0594-40,261335,N03AX,Other antiepileptics
51672-1263-02,1053753,D07CB,"Corticosteroids, moderately potent, combinations with antibiotics"
58914-0785-10,858752,A05AA,Bile acids and derivatives
0527-1426-36,1049615,N02AA,Natural opium alkaloids
47781-0583-68,860092,M01AB,Acetic acid derivatives and related substances
51079-0957-20,197625,C02CA,Alpha-adrenoreceptor antagonists
64980-0157-01,1367410,A11CC,Vitamin D and analogues
0436-0936-16,313048,D08AX,Other antiseptics and disinfectants
55566-2200-00,1723234,H01BA,Vasopressin and analogues
0264-1965-10,809605,B05AA,Blood substitutes and plasma protein fractions
51079-0190-20,197817,M01AB,Acetic acid derivatives and related substances
0781-7114-55,245136,N02AB,Phenylpiperidine derivatives
0781-7113-55,197696,N02AB,Phenylpiperidine derivatives
55390-0762-10,1654006,N01AX,Other general anesthetics
0409-1632-01,859437,M03AC,Other quaternary ammonium compounds
0338-0683-04,309783,B05BB,Solutions affecting the electrolyte balance
45802-0730-30,198443,N02BE,Anilides
10122-0610-10,1790242,C08CA,Dihydropyridine derivatives
0143-9983-03,313920,J01DB,First-generation cephalosporins
0143-9680-25,238212,D11AA,Antihidrotics
0378-0415-01,1190572,A07DA,Antipropulsives
0115-1700-01,197783,H02AB,Glucocorticoids
39822-0310-05,866042,A01AB,Antiinfectives and antiseptics for local oral treatment
0781-1785-01,855664,D11AX,Other dermatologicals
42023-0201-01,1115267,H03AA,Thyroid hormones
59762-0075-01,197783,H02AB,Glucocorticoids
59762-0073-01,197787,H02AB,Glucocorticoids
17478-0102-12,314238,S01FA,Anticholinergics
67919-0020-10,801731,A06AH,Peripheral opioid receptor antagonists
55150-0208-30,1722939,J01DH,Carbapenems
17478-0201-02,1234579,S01FB,Sympathomimetics excl. antiglaucoma preparations
17478-0937-05,1791229,C08DB,Benzothiazepine derivatives
0245-0212-11,993470,C01CA,Adrenergic and dopaminergic agents
63323-0454-01,1732006,N02AA,Natural opium alkaloids
63323-0398-10,1668238,J01FA,Macrolides
51079-0947-08,830861,C08DB,Benzothiazepine derivatives
31722-0903-01,310384,N06AB,Selective serotonin reuptake inhibitors
65862-0193-01,310385,N06AB,Selective serotonin reuptake inhibitors
51079-0441-20,966222,H03AA,Thyroid hormones
0245-0023-22,205643,D02AX,Other emollients and protectives
51079-0959-20,197627,C02CA,Alpha-adrenoreceptor antagonists
68084-0675-21,596926,N06AX,Other antidepressants
51079-0872-01,310534,A10BB,Sulfonylureas
52959-0055-00,1649988,J01AA,Tetracyclines
62856-0600-01,644989,L01BC,Pyrimidine analogues
16729-0200-01,866094,N05BE,Azaspirodecanedione derivatives
0187-3012-20,903845,N07AA,Anticholinesterases
49281-0589-05,797641,J07AH,Meningococcal vaccines
0406-9000-76,245136,N02AB,Phenylpiperidine derivatives
0378-9119-98,577057,N01AH,Opioid anesthetics
51079-0952-20,858817,C09AA,"ACE inhibitors, plain"
63323-0963-30,465377,R05CB,Mucolytics
47335-0765-83,672567,N05AX,Other antipsychotics
58160-0826-52,798479,J07BC,Hepatitis vaccines
17478-0215-15,1190655,S01FA,Anticholinergics
43547-0369-09,349201,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
23155-0473-42,1719291,C03CA,"Sulfonamides, plain"
31722-0531-01,198371,C03CA,"Sulfonamides, plain"
68084-0875-01,200224,R03DC,Leukotriene receptor antagonists
70069-0012-25,1731590,D11AA,Antihidrotics
51079-0133-20,856845,N06AA,Non-selective monoamine reuptake inhibitors
50474-0002-63,647123,N03AX,Other antiepileptics
49938-0101-30,197557,J04BA,Drugs for treatment of lepra
0168-0056-15,197405,A07EA,Corticosteroids acting locally
0168-0056-46,197405,A07EA,Corticosteroids acting locally
51248-0150-01,539817,G04BD,Drugs for urinary frequency and incontinence
49999-0108-30,310490,A10BB,Sulfonylureas
55150-0123-15,1721460,J01CF,Beta-lactamase resistant penicillins
0517-0830-01,314072,S01EE,Prostaglandin analogues
43547-0368-09,349199,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
55513-0073-30,656137,H05BX,Other anti-parathyroid agents
68084-0202-01,198150,N03AA,Barbiturates and derivatives
0168-0007-15,884308,A07AA,Antibiotics
63323-0401-20,1664981,J01DF,Monobactams
61314-0226-05,1923428,C07AA,"Beta blocking agents, non-selective"
63323-0506-01,1812079,H02AB,Glucocorticoids
68084-0184-01,1049611,N02AA,Natural opium alkaloids
0641-6175-10,312069,H01CB,Somatostatin and analogues
0409-3178-02,1010751,N01BB,Amides
45802-0054-36,1085633,A01AC,Corticosteroids for local oral treatment
0536-5896-88,198030,N07BA,Drugs used in nicotine dependence
0409-3390-04,1659149,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
50268-0757-15,198370,C03CA,"Sulfonamides, plain"
67877-0242-38,312744,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
51079-0630-20,312593,C02CA,Alpha-adrenoreceptor antagonists
17478-0937-10,1791232,C08DB,Benzothiazepine derivatives
51079-0821-20,311289,N03AX,Other antiepileptics
63323-0492-37,1737563,N01BB,Amides
0781-7111-55,245134,N02AB,Phenylpiperidine derivatives
0409-1176-30,1242503,N02AB,Phenylpiperidine derivatives
63824-0008-34,891301,R05CA,Expectorants
68084-0044-01,1738483,N06AB,Selective serotonin reuptake inhibitors
63459-0391-20,1805004,L01AA,Nitrogen mustard analogues
63323-0165-05,1116927,H02AB,Glucocorticoids
0904-5524-61,197627,C02CA,Alpha-adrenoreceptor antagonists
52959-0402-50,198318,N05CD,Benzodiazepine derivatives
70436-0019-82,1668238,J01FA,Macrolides
45802-0434-11,309367,D01AC,Imidazole and triazole derivatives
0245-0147-01,834346,C01BD,"Antiarrhythmics, class III"
61314-0019-10,310015,S01EC,Carbonic anhydrase inhibitors
63739-0483-10,995218,N05BB,Diphenylmethane derivatives
64720-0130-10,541878,N06BA,Centrally acting sympathomimetics
68094-0750-62,309843,N05BA,Benzodiazepine derivatives
0781-2027-01,857297,N06AA,Non-selective monoamine reuptake inhibitors
0766-1500-20,968851,N07BA,Drugs used in nicotine dependence
38341-0065-45,892798,C05AD,Local anesthetics
59148-0009-35,352308,N05AX,Other antipsychotics
63323-0568-84,854248,B01AB,Heparin group
65597-0202-30,1599553,B01AF,Direct factor Xa inhibitors
60687-0369-01,991061,A03AA,"Synthetic anticholinergics, esters with tertiary amino group"
61958-2902-01,2395504,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
0143-9784-10,204508,V03AB,Antidotes
17478-0420-20,896771,C07AG,Alpha and beta blocking agents
0173-0933-56,108780,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
0173-0697-00,896229,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
58160-0842-52,1300370,J07AJ,Pertussis vaccines
65649-0301-05,539789,A07AA,Antibiotics
0517-0301-10,1737850,V03AB,Antidotes
0338-0077-04,1794887,B05BB,Solutions affecting the electrolyte balance
51079-0041-20,310410,B03BB,Folic acid and derivatives
52959-0674-30,308753,A06AB,Contact laxatives
0378-0028-01,198006,C07AA,"Beta blocking agents, non-selective"
0338-1023-41,204466,J01CE,Beta-lactamase sensitive penicillins
0517-8575-10,1869281,V03AB,Antidotes
43199-0014-01,1046770,A03BA,"Belladonna alkaloids, tertiary amines"
51079-0790-20,197321,N05BA,Benzodiazepine derivatives
76045-0009-10,1872265,N02AA,Natural opium alkaloids
55150-0174-10,1668238,J01FA,Macrolides
64980-0179-01,197702,J02AX,Other antimycotics for systemic use
59762-1061-01,1190572,A07DA,Antipropulsives
43386-0770-01,197703,J02AX,Other antimycotics for systemic use
67877-0220-01,309112,J01DB,First-generation cephalosporins
60505-7081-02,245134,N02AB,Phenylpiperidine derivatives
25021-0184-87,1721314,J02AC,Triazole and tetrazole derivatives
54838-0540-70,309313,N06AB,Selective serotonin reuptake inhibitors
60505-2585-00,312829,N05AX,Other antipsychotics
47335-0187-88,476399,N04BA,Dopa and dopa derivatives
0409-2346-32,309985,C01CA,Adrenergic and dopaminergic agents
44567-0611-01,2541171,N05CD,Benzodiazepine derivatives
68682-0200-25,260260,N04BA,Dopa and dopa derivatives
10122-0620-10,1656061,B01AC,Platelet aggregation inhibitors excl. heparin
71288-0410-85,854238,B01AB,Heparin group
16729-0440-10,432402,H05BX,Other anti-parathyroid agents
0597-0033-34,998681,C02AC,Imidazoline receptor agonists
0597-0032-34,998677,C02AC,Imidazoline receptor agonists
59676-0302-01,205918,B03XA,Other antianemic preparations
51079-0899-20,897640,C08DA,Phenylalkylamine derivatives
68084-0337-01,311289,N03AX,Other antiepileptics
77333-0940-10,639566,A11HA,Other plain vitamin preparations
0904-0430-04,1650143,J01AA,Tetracyclines
59762-3080-01,204844,J01FA,Macrolides
0338-0357-03,1791409,B05BC,Solutions producing osmotic diuresis
0185-0757-10,198228,J01EC,Intermediate-acting sulfonamides
63323-0325-20,1734934,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
55150-0209-02,309710,N05CM,Other hypnotics and sedatives
63323-0482-57,1010755,N01BB,Amides
60793-0215-05,757667,B02BC,Local hemostatics
0781-5567-01,197528,N03AE,Benzodiazepine derivatives
45802-0525-55,197362,D02AX,Other emollients and protectives
0406-5771-62,864706,N07BC,Drugs used in opioid dependence
0781-8018-01,197527,N03AE,Benzodiazepine derivatives
66689-0898-40,864978,N07BC,Drugs used in opioid dependence
55150-0117-20,1659598,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
71288-0006-30,1659598,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
43547-0407-10,197528,N03AE,Benzodiazepine derivatives
63323-0605-84,854248,B01AB,Heparin group
0904-6461-61,992447,D04AA,Antihistamines for topical use
10267-1465-01,198806,B03AB,"Iron trivalent, oral preparations"
60505-0065-02,198051,A02BC,Proton pump inhibitors
0597-0075-41,580261,R03BB,Anticholinergics
0904-6619-61,381056,C01DA,Organic nitrates
12870-0001-02,1117536,D08AL,Silver compounds
16729-0137-00,197528,N03AE,Benzodiazepine derivatives
51079-0872-20,310534,A10BB,Sulfonylureas
0517-1010-25,1190795,A03BA,"Belladonna alkaloids, tertiary amines"
69097-0875-02,993541,N06AX,Other antidepressants
49884-0306-02,349194,N03AE,Benzodiazepine derivatives
65862-0528-90,313585,N06AX,Other antidepressants
68382-0140-14,199889,N03AX,Other antiepileptics
51079-0985-20,866094,N05BE,Azaspirodecanedione derivatives
0168-0005-80,1085633,A01AC,Corticosteroids for local oral treatment
0574-2225-20,106302,D10AD,Retinoids for topical use in acne
68084-0490-01,995624,R06AE,Piperazine derivatives
0904-6470-61,313581,N06AX,Other antidepressants
16729-0171-01,856783,N06AA,Non-selective monoamine reuptake inhibitors
68084-0342-01,199888,N03AX,Other antiepileptics
51079-0894-20,897659,C08DA,Phenylalkylamine derivatives
51079-0543-20,349332,N06AB,Selective serotonin reuptake inhibitors
17772-0103-15,1437285,N03AX,Other antiepileptics
0168-0054-30,543546,D01AA,Antibiotics
44567-0708-10,313920,J01DB,First-generation cephalosporins
63323-0403-02,1670200,N03AB,Hydantoin derivatives
0574-0107-77,309371,A01AB,Antiinfectives and antiseptics for local oral treatment
0904-6506-61,996561,N06DX,Other anti-dementia drugs
60687-0195-01,830861,C08DB,Benzothiazepine derivatives
68682-0367-90,830861,C08DB,Benzothiazepine derivatives
68382-0798-01,896758,C07AG,Alpha and beta blocking agents
44567-0707-25,1665050,J01DB,First-generation cephalosporins
68682-0368-90,830845,C08DB,Benzothiazepine derivatives
61314-0044-75,313477,S01AD,Antivirals
0168-0080-31,310891,D07AA,"Corticosteroids, weak (group I)"
43353-0633-30,209006,A11CC,Vitamin D and analogues
68682-0369-90,830837,C08DB,Benzothiazepine derivatives
68084-0243-01,197518,J01FF,Lincosamides
47335-0902-88,312744,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
0409-9094-61,1735013,N01AH,Opioid anesthetics
0121-4810-00,312055,A07AA,Antibiotics
59762-5019-01,312750,C09AA,"ACE inhibitors, plain"
57237-0048-01,1099870,N03AG,Fatty acid derivatives
68682-0006-10,833217,C05AE,Muscle relaxants
0904-6938-06,238154,N02BE,Anilides
60687-0638-01,197901,N05BA,Benzodiazepine derivatives
50268-0619-15,198051,A02BC,Proton pump inhibitors
0121-0853-40,313134,J01EC,Intermediate-acting sulfonamides
13533-0800-24,1809583,B06AA,Enzymes
0603-5335-21,198144,H02AB,Glucocorticoids
41100-0811-23,1000992,R01AA,"Sympathomimetics, plain"
0409-7809-22,1743877,C01CA,Adrenergic and dopaminergic agents
0904-6927-61,313096,C03DA,Aldosterone antagonists
63323-0562-10,308769,B01AE,Direct thrombin inhibitors
0904-6303-61,200033,C07AG,Alpha and beta blocking agents
23155-0059-01,897722,C08DA,Phenylalkylamine derivatives
0173-0562-00,213212,N02CC,Selective serotonin (5HT1) agonists
51079-0891-01,197417,C03CA,"Sulfonamides, plain"
0186-5020-31,606728,A02BC,Proton pump inhibitors
51079-0087-20,314111,N06AX,Other antidepressants
51079-0724-20,854876,N05CF,Benzodiazepine related drugs
53489-0368-01,402698,C08CA,Dihydropyridine derivatives
23155-0017-01,198250,A01AB,Antiinfectives and antiseptics for local oral treatment
0904-6238-61,197445,N04BA,Dopa and dopa derivatives
50268-0140-13,993541,N06AX,Other antidepressants
0713-0686-15,884308,A07AA,Antibiotics
51079-0888-20,311666,A03FA,Propulsives
13668-0132-01,402698,C08CA,Dihydropyridine derivatives
54838-0523-40,310386,N06AB,Selective serotonin reuptake inhibitors
54505-0333-10,197783,H02AB,Glucocorticoids
0603-3581-21,402698,C08CA,Dihydropyridine derivatives
50383-0232-10,310015,S01EC,Carbonic anhydrase inhibitors
0904-6441-61,905225,C02DB,Hydrazinophthalazine derivatives
0904-6442-61,905395,C02DB,Hydrazinophthalazine derivatives
0904-6799-61,314077,C09AA,"ACE inhibitors, plain"
0904-6797-61,311354,C09AA,"ACE inhibitors, plain"
60687-0596-32,1244214,A07EA,Corticosteroids acting locally
49281-0400-10,1300206,J07AJ,Pertussis vaccines
17478-0209-10,860107,M01AB,Acetic acid derivatives and related substances
68084-0355-01,1049221,N02AJ,Opioids in combination with non-opioid analgesics
60505-1003-01,860107,M01AB,Acetic acid derivatives and related substances
55513-0144-10,1721685,B03XA,Other antianemic preparations
24208-0585-64,314238,S01FA,Anticholinergics
50383-0741-20,245314,R03AC,Selective beta-2-adrenoreceptor agonists
11980-0174-05,209002,S01BA,"Corticosteroids, plain"
63323-0542-01,1362831,B01AB,Heparin group
63739-0931-28,1361226,B01AB,Heparin group
0185-0831-01,541878,N06BA,Centrally acting sympathomimetics
0904-6596-04,349435,J02AC,Triazole and tetrazole derivatives
0603-1543-58,314182,B05XA,Electrolyte solutions
50580-0412-02,209459,N02BE,Anilides
0904-0202-61,856845,N06AA,Non-selective monoamine reuptake inhibitors
0338-1025-41,207391,J01CE,Beta-lactamase sensitive penicillins
70010-0754-01,197943,M03BA,Carbamic acid esters
68462-0260-01,897649,C08DA,Phenylalkylamine derivatives
10631-0407-01,1540356,D07AA,"Corticosteroids, weak (group I)"
0409-1412-10,282486,C03CA,"Sulfonamides, plain"
69238-1491-01,197419,C03CA,"Sulfonamides, plain"
0597-0149-60,1037181,B01AE,Direct thrombin inhibitors
51672-2003-06,309368,A01AB,Antiinfectives and antiseptics for local oral treatment
0338-0695-04,237367,B05BB,Solutions affecting the electrolyte balance
25021-0132-81,1665497,J01MA,Fluoroquinolones
51672-1274-06,238920,A07EA,Corticosteroids acting locally
67457-0853-50,307702,S01EC,Carbonic anhydrase inhibitors
66215-0402-01,1009216,B01AC,Platelet aggregation inhibitors excl. heparin
69315-0308-02,309307,S01AE,Fluoroquinolones
60687-0122-01,312617,H02AB,Glucocorticoids
68382-0412-01,198051,A02BC,Proton pump inhibitors
44567-0222-10,1721460,J01CF,Beta-lactamase resistant penicillins
0781-3408-95,1721476,J01CA,Penicillins with extended spectrum
0409-1207-03,1870650,D06AX,Other antibiotics for topical use
51079-0670-05,105585,L01BA,Folic acid analogues
51672-1298-02,203088,D01AC,Imidazole and triazole derivatives
69367-0162-04,1094107,G04BX,Other urologicals
42023-0124-01,856658,M03CA,Dantrolene and derivatives
60687-0357-01,197942,H03BB,Sulfur-containing imidazole derivatives
0591-3219-01,238134,A01AD,Other agents for local oral treatment
0591-0796-01,198232,A07EC,Aminosalicylic acid and similar agents
68084-0157-01,891881,N02AA,Natural opium alkaloids
0378-0261-01,197853,J02AB,Imidazole derivatives
59762-3742-02,1000114,G03DA,Pregnen (4) derivatives
51672-1280-01,349351,D07AB,"Corticosteroids, moderately potent (group II)"
65162-0351-09,577033,G04BE,Drugs used in erectile dysfunction
51079-0436-20,1000048,N06AA,Non-selective monoamine reuptake inhibitors
55513-0160-01,1597267,L01FX,Other monoclonal antibodies and antibody drug conjugates
0143-9384-01,1731077,A04AD,Other antiemetics
0904-6939-61,197797,L01XX,Other antineoplastic agents
0409-4759-01,283504,A04AA,Serotonin (5HT3) antagonists
70860-0777-20,283504,A04AA,Serotonin (5HT3) antagonists
70121-1239-01,1734919,L01AA,Nitrogen mustard analogues
0143-9511-01,310248,L01CB,Podophyllotoxin derivatives
0169-7201-01,798104,B02BD,Blood coagulation factors
0469-0420-99,1608815,J02AC,Triazole and tetrazole derivatives
0143-9519-10,1655960,L01BA,Folic acid analogues
0409-4282-02,1737763,N01BB,Amides
63323-0492-27,1737569,N01BB,Amides
72205-0026-01,1731077,A04AD,Other antiemetics
68084-0449-01,313190,L04AD,Calcineurin inhibitors
68084-0450-01,198377,L04AD,Calcineurin inhibitors
68727-0800-01,1746532,B01AX,Other antithrombotic agents
16729-0042-01,2665162,L04AD,Calcineurin inhibitors
16729-0277-30,1655960,L01BA,Folic acid analogues
25021-0241-10,253113,L01AB,Alkyl sulfonates
64980-0307-60,1101938,A01AA,Caries prophylactic agents
65862-0391-10,312087,A04AA,Serotonin (5HT3) antagonists
0555-0952-02,884386,N06BA,Centrally acting sympathomimetics
54092-0387-01,861226,N06BA,Centrally acting sympathomimetics
54092-0381-01,861238,N06BA,Centrally acting sympathomimetics
50458-0641-65,151228,N03AX,Other antiepileptics
0143-9721-24,1665507,J01MA,Fluoroquinolones
24338-0134-02,863603,D10AF,Antiinfectives for treatment of acne
70860-0700-02,860092,M01AB,Acetic acid derivatives and related substances
